96,135
96,23
96,439
96,222
96,416
96,157
96,127
96,61
96,601
96,602
96,600
96,452
96,265
96,436
96,80
96,101
96,117
96,228
96,455
5,24
5,80
5,39
5,103
4,120
4,160
4,415
4,57
4,451
4,98
4,135
4,430
4,74
4,223
4,89
4,97
4,514
4,442
4,222
4,83
4,416
4,69
4,96
4,94
4,157
4,81
4,71
4,127
4,84
4,78
4,535
4,119
4,73
4,86
4,197
4,162
4,100
4,386
4,88
4,68
4,466
4,459
4,70
4,87
4,159
4,436
4,80
4,95
4,329
4,363
4,79
4,93
4,116
4,101
4,92
4,91
4,117
4,75
4,211
4,103
4,85
4,455
4,99
4,82
2,15
2,55
2,120
2,33
2,160
2,36
2,415
2,57
2,44
2,451
2,22
2,430
2,40
2,43
2,72
2,23
2,46
2,24
2,41
2,4
2,222
2,11
2,90
2,54
2,13
2,64
2,76
2,386
2,68
2,35
2,70
2,63
2,80
2,39
2,2
2,38
2,34
2,10
2,363
2,14
2,1
2,37
2,30
2,77
2,47
110,57
110,110
110,451
110,135
110,430
110,277
110,126
110,119
110,122
110,263
110,386
110,473
110,322
110,116
110,101
110,117
6,72
67,160
67,358
67,415
67,97
67,439
67,442
67,165
67,386
67,363
67,128
80,267
80,129
80,116
80,124
80,251
226,415
226,24
226,416
226,322
226,363
101,160
101,415
101,135
101,430
101,119
101,386
101,436
101,363
101,116
101,455
92,120
92,160
92,415
92,451
92,364
92,416
92,94
92,386
92,436
92,270
92,363
92,116
92,101
218,160
218,415
218,361
218,4
218,439
218,391
218,326
218,362
218,386
218,232
218,322
218,101
218,228
82,160
82,415
82,98
82,430
82,23
82,364
82,139
82,168
82,386
82,121
82,68
82,459
82,245
82,363
82,101
230,120
230,598
230,40
230,236
230,217
230,439
230,442
230,222
230,231
230,497
230,126
230,597
230,422
230,603
230,121
230,599
230,216
230,101
230,455
230,99
55,207
55,120
55,330
55,3
55,409
55,57
55,303
55,288
55,25
55,578
55,209
55,72
55,213
55,46
55,397
55,439
55,208
55,224
55,399
55,514
55,442
55,67
55,222
55,83
55,416
55,231
55,307
55,331
55,20
55,61
55,122
55,197
55,162
55,452
55,362
55,206
55,408
55,287
55,274
55,436
55,80
55,300
55,289
55,19
55,244
55,202
55,509
55,308
55,577
55,268
55,228
55,205
55,309
149,15
149,169
149,48
149,132
149,490
149,40
149,506
149,472
149,497
149,530
149,349
149,188
149,183
149,227
149,158
149,243
149,245
149,470
149,49
149,434
149,129
149,111
149,176
149,363
149,219
149,487
149,115
149,557
58,389
58,160
58,387
58,415
58,135
58,390
58,222
58,8
58,388
58,118
58,129
58,202
58,136
111,119
111,129
111,111
29,120
29,135
29,231
29,157
29,122
29,118
29,159
234,160
234,430
234,364
234,54
234,119
234,386
234,114
234,111
234,363
234,116
234,156
239,525
239,444
239,439
239,222
239,101
239,354
239,125
37,119
37,239
37,129
37,116
37,101
68,120
68,539
68,236
68,364
68,54
68,168
68,157
68,237
68,127
68,119
68,377
68,248
68,343
68,244
68,306
68,250
68,363
68,216
68,116
68,156
68,128
68,115
68,235
35,169
35,24
35,210
35,116
35,156
35,187
35,115
20,66
20,174
20,255
20,145
20,160
20,258
20,132
20,335
20,131
20,430
20,40
20,435
20,72
20,442
20,410
20,83
20,416
20,536
20,310
20,497
20,540
20,218
20,532
20,139
20,94
20,157
20,146
20,537
20,119
20,122
20,162
20,118
20,386
20,51
20,436
20,245
20,232
20,569
20,113
20,49
20,129
20,153
20,111
20,136
20,112
20,363
20,479
20,482
20,117
20,486
20,115
130,389
130,110
130,98
130,135
130,236
130,397
130,399
130,222
130,398
130,165
130,111
130,216
130,117
130,396
26,48
26,160
26,415
26,451
26,98
26,430
26,40
26,475
26,528
26,439
26,472
26,416
26,285
26,585
26,139
26,94
26,474
26,61
26,351
26,452
26,386
26,159
26,436
26,80
26,49
26,214
26,531
26,322
26,363
26,216
26,219
26,101
26,234
26,103
26,99
26,594
54,160
54,415
54,451
54,430
54,439
54,364
54,127
54,469
54,119
54,122
54,386
54,113
54,322
54,363
54,116
54,128
54,211
54,429
235,160
235,430
235,4
235,386
235,363
235,116
45,358
45,335
45,294
45,451
45,135
45,324
45,364
45,371
45,146
45,61
45,351
45,295
45,195
45,158
45,194
45,459
45,293
45,372
45,80
45,363
45,116
45,101
45,156
45,251
190,120
190,160
190,415
190,430
190,439
190,442
190,416
190,189
190,61
190,165
190,119
190,326
190,162
190,452
190,386
190,70
190,436
190,129
190,329
190,363
190,101
190,156
16,120
16,253
16,421
16,147
16,423
16,422
16,122
16,377
16,297
16,14
16,124
16,280
75,248
75,10
75,193
41,439
41,442
41,416
41,94
41,118
41,113
41,101
233,439
233,61
233,363
145,160
145,119
145,129
145,116
59,337
59,296
59,160
59,415
59,451
59,364
59,271
59,407
59,168
59,154
59,119
59,386
59,134
59,68
59,180
59,363
59,116
59,92
59,117
59,156
59,211
59,115
59,99
251,146
251,61
251,322
251,156
251,486
274,415
274,430
274,364
274,442
274,416
274,452
274,386
274,363
274,116
161,507
161,160
161,258
161,415
161,152
161,439
161,364
161,416
161,127
161,544
161,535
161,386
161,477
161,476
161,113
161,322
161,557
259,160
259,430
259,439
259,364
259,416
259,497
259,119
259,386
259,436
259,322
259,5
259,363
259,116
259,101
259,455
169,419
169,420
178,451
178,8
178,157
178,386
178,159
178,436
178,363
178,101
178,455
175,120
175,155
175,271
175,431
175,375
175,432
175,231
175,200
175,94
175,61
175,165
175,119
175,158
175,180
175,80
175,214
175,433
175,434
175,116
175,101
175,117
175,211
175,225
200,145
200,33
200,414
200,425
200,416
200,144
200,336
200,68
200,468
200,92
200,99
154,66
154,451
154,314
154,286
154,6
154,504
154,222
154,65
154,454
154,157
154,379
154,162
154,245
154,5
154,395
154,378
210,542
210,4
210,439
210,198
210,83
210,84
210,61
210,373
210,322
210,34
210,228
210,332
42,120
42,160
42,131
42,61
42,122
42,113
42,111
42,381
42,116
42,101
71,169
71,510
71,160
71,430
71,439
71,247
71,157
71,351
71,119
71,122
71,386
71,246
71,363
71,116
71,115
134,207
134,255
134,160
134,155
134,490
134,415
134,131
134,570
134,383
134,23
134,428
134,222
134,65
134,257
134,416
134,497
134,573
134,331
134,69
134,247
134,139
134,374
134,142
134,501
134,119
134,518
134,523
134,118
134,386
134,572
134,121
134,180
134,459
134,511
134,565
134,436
134,276
134,148
134,462
134,363
134,496
134,417
134,115
134,571
134,82
152,120
152,145
152,33
152,160
152,415
152,451
152,98
152,414
152,135
152,430
152,43
152,23
152,217
152,375
152,398
152,139
152,407
152,168
152,374
152,61
152,572
152,121
152,63
152,214
152,468
152,153
152,363
152,116
152,101
152,156
152,234
152,124
152,571
104,119
104,322
104,455
104,115
248,45
248,160
248,430
248,439
248,364
248,416
248,64
248,159
248,436
248,113
248,38
248,111
248,233
248,363
248,229
248,463
151,120
151,24
151,119
151,299
151,214
151,112
49,174
49,160
49,415
49,98
49,430
49,161
49,505
49,364
49,416
49,347
49,544
49,535
49,452
49,386
49,68
49,184
49,70
49,436
49,80
49,215
49,322
49,363
49,116
49,101
49,117
49,228
49,181
122,48
122,535
122,327
122,116
215,133
215,520
215,283
215,337
215,471
215,519
215,415
215,584
215,294
215,414
215,131
215,430
215,40
215,475
215,383
215,23
215,517
215,528
215,356
215,364
215,416
215,285
215,149
215,530
215,521
215,247
215,532
215,139
215,407
215,374
215,349
215,501
215,518
215,227
215,527
215,267
215,452
215,480
215,134
215,51
215,180
215,150
215,31
215,245
215,148
215,359
215,49
215,531
215,434
215,129
215,468
215,270
215,363
215,392
215,496
215,417
215,116
215,92
215,234
215,401
215,316
215,404
215,211
215,526
215,187
257,160
257,497
257,113
257,111
50,337
50,292
50,120
50,160
50,155
50,415
50,451
50,98
50,414
50,430
50,161
50,23
50,364
50,504
50,442
50,271
50,432
50,416
50,139
50,407
50,564
50,452
50,282
50,118
50,386
50,121
50,150
50,436
50,346
50,113
50,433
50,322
50,468
50,363
50,496
50,116
50,101
50,117
50,455
50,115
264,256
264,472
264,64
264,267
264,121
264,172
264,80
264,240
264,214
264,229
264,187
264,332
24,520
24,430
24,570
24,256
24,439
24,257
24,416
24,573
