2,27
2,29
2,50
2,59
2,41
2,62
2,58
2,3
2,57
2,56
2,28
2,72
2,51
2,73
2,75
2,78
2,2
2,25
2,61
2,18
2,52
2,63
2,37
2,76
2,71
2,66
2,45
2,106
2,53
2,24
2,65
2,77
2,81
2,9
2,39
2,12
2,11
2,38
2,10
2,26
2,14
2,17
2,80
2,21
2,44
2,55
2,23
2,64
2,79
2,68
2,74
2,22
2,15
2,43
2,13
2,40
2,35
2,82
2,60
2,54
2,20
2,70
2,16
2,42
2,69
2,67
3,86
3,53
3,121
3,117
3,80
3,120
3,103
3,96
42,138
42,14
48,29
48,179
48,178
48,180
48,159
48,133
48,157
48,26
48,151
48,91
48,149
48,90
48,168
48,158
48,156
48,184
7,34
7,88
7,167
13,46
23,92
23,95
23,84
33,118
33,36
33,46
33,12
33,48
33,169
33,79
33,87
6,46
25,113
49,153
49,152
49,41
49,182
49,144
49,162
49,102
49,181
49,86
49,106
49,9
49,124
49,38
49,151
49,80
49,160
49,79
49,150
49,103
49,161
49,87
49,95
19,110
19,162
19,84
54,173
54,146
54,185
54,175
54,103
54,13
54,174
51,46
1,29
1,31
1,3
1,30
1,92
1,4
1,2
1,25
1,1
1,36
1,34
1,46
1,18
1,83
1,19
1,86
1,45
1,53
1,5
1,24
1,47
1,6
1,9
1,7
1,12
1,48
1,32
1,17
1,33
1,80
1,44
1,23
1,49
1,8
1,123
1,22
1,85
1,13
1,103
1,90
1,35
1,111
1,20
1,16
1,134
1,95
1,84
20,46
8,79
38,46
10,95
43,139
43,146
43,35
31,92
24,142
24,102
24,86
24,48
24,117
24,148
24,151
24,91
24,14
24,80
24,85
24,103
24,147
24,87
24,134
24,95
12,58
12,99
12,35
52,46
14,19
37,143
37,144
37,103
37,82
37,145
56,13
41,138
41,36
41,116
41,135
18,46
55,92
55,36
55,46
11,41
11,79
11,87
21,58
21,56
21,46
22,112
9,41
9,98
9,97
9,46
9,89
9,94
9,79
9,93
9,132
9,131
9,87
9,96
9,42
44,41
44,46
44,151
44,169
44,146
44,79
44,187
44,87
44,84
46,92
46,162
46,4
46,12
46,151
46,166
46,164
46,163
46,165
46,13
46,93
46,60
46,96
29,127
29,140
29,79
29,103
57,143
34,155
34,92
34,103
34,13
34,154
5,87
5,84
15,86
15,13
15,95
39,46
39,14
16,4
16,102
16,36
16,100
16,122
16,127
16,48
16,124
16,125
16,151
16,101
16,126
16,104
16,115
16,13
16,103
16,105
16,128
28,41
28,87
32,137
32,66
32,121
32,48
32,38
32,125
32,64
32,136
32,22
32,15
32,70
32,95
26,153
26,152
26,41
26,53
26,151
26,149
26,79
26,150
26,90
26,87
26,95
26,84
30,144
30,116
30,109
45,87
36,41
36,129
36,170
36,186
36,79
36,103
36,147
36,87
50,41
50,46
50,79
50,103
50,87
53,92
53,171
53,172
53,17
53,183
53,90
53,154
53,184
35,46
35,103
35,54
35,141
35,95
35,84
47,79
47,87
4,92
4,91
4,80
4,85
4,90
40,146
40,80
40,79
40,120
40,85
40,90
40,95
27,50
27,102
27,114
27,36
27,86
27,176
27,53
27,177
27,130
27,133
27,117
27,119
27,80
27,149
27,188
27,79
27,175
27,85
27,103
27,111
27,87
27,156
27,84
17,92
17,108
17,102
17,86
17,107
17,53
17,80
17,79
17,85
17,90
17,109
17,95
17,84
