1,1,1
2,2,1
1,3,1
1,4,1
1,4,1
1,4,1
1,5,1
1,6,1
1,7,1
1,8,1
1,9,1
1,10,1
2,11,1
2,10,1
1,12,1
2,13,1
1,1,1
2,14,1
2,15,1
1,16,1
1,17,1
1,18,1
1,19,1
1,20,1
1,16,1
1,17,1
1,11,1
1,21,1
1,22,1
1,23,1
1,1,1
1,1,1
1,23,1
1,1,1
1,2,1
1,22,1
1,1,1
1,1,1
1,1,1
1,24,1
1,25,1
1,23,1
1,21,1
1,21,1
1,21,1
1,21,1
1,1,1
1,26,1
1,1,1
1,26,1
1,2,1
1,1,1
1,27,1
1,10,1
1,25,1
1,25,1
1,28,1
1,29,1
1,30,1
1,28,1
1,26,1
1,31,1
1,28,1
2,2,1
1,1,1
1,1,1
2,23,1
1,14,1
1,30,1
1,14,1
1,23,1
1,29,1
1,32,1
2,23,1
2,2,1
2,11,1
2,11,1
1,32,1
2,1,1
1,32,1
1,32,1
1,32,1
1,32,1
1,32,1
1,32,1
1,32,1
1,32,1
1,32,1
2,1,1
1,32,1
1,32,1
1,32,1
1,10,1
2,24,1
1,32,1
1,27,1
3,2,1
1,32,1
1,32,1
1,11,1
1,23,1
1,1,1
1,32,1
1,32,1
2,11,1
1,32,1
1,32,1
1,32,1
1,32,1
1,32,1
1,32,1
1,32,1
1,32,1
1,31,1
1,32,1
1,32,1
1,32,1
1,31,1
2,22,1
2,33,1
2,23,1
4,34,1
4,35,1
4,36,1
2,30,1
2,2,1
2,37,1
1,32,1
1,32,1
1,32,1
1,32,1
1,34,1
1,38,1
5,27,1
5,39,1
5,40,1
1,41,1
1,42,1
4,43,1
4,44,1
1,32,1
1,32,1
1,32,1
1,32,1
1,32,1
1,32,1
1,32,1
1,32,1
1,32,1
1,32,1
1,32,1
1,32,1
1,32,1
1,32,1
1,42,1
1,42,1
1,45,1
1,44,1
1,1,1
1,44,1
1,44,1
1,32,1
1,44,1
1,44,1
1,40,1
1,44,1
1,42,1
1,42,1
1,42,1
1,42,1
1,44,1
1,32,1
1,32,1
4,46,1
4,47,1
1,32,1
4,48,1
4,49,1
4,50,1
4,1,1
1,44,1
1,32,1
1,24,1
1,51,1
1,42,1
1,52,1
1,53,1
1,42,1
1,42,1
1,42,1
1,45,1
1,22,1
1,54,1
1,32,1
1,32,1
3,55,1
3,55,1
1,11,1
1,40,1
1,55,1
1,44,1
6,40,1
6,40,1
6,44,1
6,44,1
6,41,1
6,53,1
6,53,1
6,53,1
6,45,1
6,56,1
6,40,1
1,40,1
6,44,1
6,40,1
6,44,1
1,42,1
6,52,1
6,44,1
7,3,1
7,57,1
7,57,1
7,32,1
7,58,1
7,50,1
7,58,1
7,50,1
7,42,1
7,52,1
3,22,1
3,42,1
3,38,1
3,52,1
1,42,1
1,42,1
1,44,1
1,40,1
1,42,1
1,44,1
1,59,1
1,60,1
1,61,1
1,42,1
1,62,1
1,35,1
1,63,1
1,42,1
1,42,1
1,42,1
1,62,1
1,42,1
1,42,1
1,42,1
1,42,1
1,42,1
1,42,1
1,42,1
1,42,1
1,40,1
1,42,1
1,40,1
1,53,1
1,55,1
1,35,1
1,42,1
1,53,1
1,42,1
1,42,1
1,42,1
1,42,1
1,42,1
1,42,1
1,42,1
1,30,1
6,1,1
6,22,1
6,35,1
6,64,1
6,62,1
6,35,1
3,44,1
8,45,1
8,65,1
8,66,1
8,65,1
8,24,1
2,53,1
8,56,1
2,40,1
2,44,1
2,1,1
1,67,1
2,56,1
2,55,1
1,45,1
1,44,1
1,45,1
1,52,1
1,38,1
1,42,1
2,34,1
2,42,1
6,68,1
6,38,1
6,56,1
6,22,1
6,4,1
8,56,1
3,45,1
3,40,1
3,55,1
3,55,1
3,40,1
3,34,1
6,24,1
6,24,1
6,35,1
6,24,1
1,41,1
1,52,1
1,38,1
1,45,1
1,45,1
1,38,1
1,52,1
1,45,1
1,38,1
1,38,1
1,63,1
6,69,1
1,40,1
1,40,1
1,55,1
1,70,1
1,52,1
1,71,1
1,72,1
1,73,1
6,40,1
1,41,1
1,40,1
2,53,1
1,74,1
2,33,1
2,33,1
2,75,1
2,56,1
2,40,1
2,45,1
2,52,1
2,52,1
1,52,1
1,31,1
1,33,1
1,33,1
2,4,1
2,40,1
2,40,1
1,42,1
1,33,1
2,33,1
2,76,1
6,42,1
6,53,1
2,38,1
2,44,1
2,33,1
2,76,1
2,38,1
2,42,1
1,42,1
1,33,1
1,77,1
1,42,1
1,38,1
1,40,1
1,32,1
1,26,1
1,52,1
1,24,1
1,78,1
6,40,1
6,79,1
6,79,1
6,79,1
1,52,1
1,45,1
1,56,1
1,42,1
1,38,1
1,38,1
1,45,1
1,4,1
9,80,1
6,81,1
6,80,1
6,80,1
6,80,1
9,82,1
6,73,1
6,73,1
6,73,1
6,42,1
6,63,1
2,45,1
